"quad","year","totCover","Species","propCover"
"C5",35,20.2347662567073,"HECO",0.00202347662567073
"C6",35,19.4770952197743,"HECO",0.00194770952197743
"D1",35,15.8771667754721,"HECO",0.00158771667754721
"D3",35,16.0708631395842,"HECO",0.00160708631395842
"D5",35,10.880437607479,"HECO",0.0010880437607479
"E1",35,0,"HECO",0
"E2",35,25.5436022332876,"HECO",0.00255436022332876
"E3",35,0,"HECO",0
"E4",35,0,"HECO",0
"E6",35,186.476788020108,"HECO",0.0186476788020108
"F1",35,0,"HECO",0
"F2",35,56.6895565708107,"HECO",0.00566895565708107
"F3",35,9.83427073470982,"HECO",0.000983427073470982
"F4",35,0,"HECO",0
"F5",35,0,"HECO",0
"F8",35,0,"HECO",0
"D2",35,0,"HECO",0
"A4",35,0,"HECO",0
"A6",35,0,"HECO",0
"D4",35,0,"HECO",0
"E5",35,0,"HECO",0
"F6",35,0,"HECO",0
"A10",35,0,"HECO",0
"A8",35,0,"HECO",0
"A9",35,0,"HECO",0
"E7",35,0,"HECO",0
"F7",35,0,"HECO",0
"A1",36,5.21396266414107,"HECO",0.000521396266414107
"A11",36,0,"HECO",0
"A12",36,81.2168789226893,"HECO",0.00812168789226893
"A2",36,0,"HECO",0
"A3",36,0,"HECO",0
"A5",36,0,"HECO",0
"A7",36,85.560463323031,"HECO",0.0085560463323031
"B1",36,36.6219187378819,"HECO",0.00366219187378819
"B2",36,0,"HECO",0
"B3",36,0,"HECO",0
"B4",36,0,"HECO",0
"B5",36,116.122049919183,"HECO",0.0116122049919183
"B6",36,0,"HECO",0
"C1",36,62.0827260516468,"HECO",0.00620827260516468
"C2",36,0,"HECO",0
"C3",36,1.24067068099975,"HECO",0.000124067068099975
"C4",36,0,"HECO",0
"C5",36,58.9673434409751,"HECO",0.00589673434409751
"C6",36,8.86900102067817,"HECO",0.000886900102067817
"D1",36,51.7275330475314,"HECO",0.00517275330475314
"D3",36,6.99489789745734,"HECO",0.000699489789745734
"D5",36,22.2019568706059,"HECO",0.00222019568706059
"E1",36,0,"HECO",0
"E2",36,23.6710960930332,"HECO",0.00236710960930332
"E3",36,0,"HECO",0
"E4",36,0,"HECO",0
"E6",36,72.0353139894313,"HECO",0.00720353139894313
"F1",36,0,"HECO",0
"F2",36,40.0535990404645,"HECO",0.00400535990404645
"F3",36,27.0073713476562,"HECO",0.00270073713476562
"F4",36,0,"HECO",0
"F5",36,0,"HECO",0
"F8",36,0,"HECO",0
"D2",36,0,"HECO",0
"A4",36,0,"HECO",0
"A6",36,0,"HECO",0
"D4",36,0,"HECO",0
"E5",36,0,"HECO",0
"F6",36,0,"HECO",0
"A10",36,0,"HECO",0
"A8",36,0,"HECO",0
"A9",36,0,"HECO",0
"E7",36,0,"HECO",0
"F7",36,0,"HECO",0
"A1",37,0.500977039337158,"HECO",5.00977039337158e-05
"A11",37,0,"HECO",0
"A12",37,14.1144356265934,"HECO",0.00141144356265934
"A2",37,0,"HECO",0
"A3",37,0,"HECO",0
"A5",37,0,"HECO",0
"A7",37,3.74514609575271,"HECO",0.000374514609575271
"B1",37,4.31587124484013,"HECO",0.000431587124484013
"B2",37,0,"HECO",0
"B3",37,0,"HECO",0
"B4",37,0,"HECO",0
"B5",37,9.48801636695861,"HECO",0.000948801636695861
"B6",37,0,"HECO",0
"C1",37,7.24180652854191,"HECO",0.000724180652854191
"C2",37,0,"HECO",0
"C3",37,0.500977039337158,"HECO",5.00977039337158e-05
"C4",37,0,"HECO",0
"C5",37,1.25855207443237,"HECO",0.000125855207443237
"C6",37,4.50268387794494,"HECO",0.000450268387794494
"D1",37,0.250488519668579,"HECO",2.50488519668579e-05
"D3",37,1.00195407867432,"HECO",0.000100195407867432
"D5",37,5.15118367051801,"HECO",0.000515118367051801
"E1",37,0,"HECO",0
"E2",37,0.250488519668579,"HECO",2.50488519668579e-05
"E3",37,0,"HECO",0
"E4",37,0,"HECO",0
"E6",37,13.0210718019429,"HECO",0.00130210718019429
"F1",37,0,"HECO",0
"F2",37,5.24807721376419,"HECO",0.000524807721376419
"F3",37,0,"HECO",0
"F4",37,0,"HECO",0
"F5",37,0,"HECO",0
"F8",37,0.748410820960998,"HECO",7.48410820960998e-05
"D2",37,0,"HECO",0
"A4",37,0,"HECO",0
"A6",37,0,"HECO",0
"D4",37,0,"HECO",0
"E5",37,0,"HECO",0
"F6",37,0,"HECO",0
"A10",37,0,"HECO",0
"A8",37,0,"HECO",0
"A9",37,0,"HECO",0
"E7",37,0,"HECO",0
"F7",37,0,"HECO",0
"A1",38,8.67969052901473,"HECO",0.000867969052901473
"A11",38,0,"HECO",0
"A12",38,39.3691325164237,"HECO",0.00393691325164237
"A2",38,0,"HECO",0
"A3",38,0,"HECO",0
"A5",38,0,"HECO",0
"A7",38,35.4413637774579,"HECO",0.00354413637774579
"C1",38,125.615044213491,"HECO",0.0125615044213491
"C2",38,0,"HECO",0
"C3",38,0.250488519668579,"HECO",2.50488519668579e-05
"C4",38,0,"HECO",0
"C5",38,0,"HECO",0
"C6",38,76.7816620273715,"HECO",0.00767816620273715
"D1",38,1.50332233636121,"HECO",0.000150332233636121
"D3",38,11.4039460071702,"HECO",0.00114039460071702
"D5",38,159.3633207585,"HECO",0.01593633207585
"E1",38,0,"HECO",0
"E2",38,3.17884566656765,"HECO",0.000317884566656765
"E3",38,0,"HECO",0
"E4",38,0,"HECO",0
"E6",38,44.4460922143865,"HECO",0.00444460922143865
"F1",38,0,"HECO",0
"F2",38,37.5438396500541,"HECO",0.00375438396500541
"F3",38,0,"HECO",0
"F4",38,0,"HECO",0
"F5",38,0,"HECO",0
"F8",38,0.500977039337158,"HECO",5.00977039337158e-05
"D2",38,0,"HECO",0
"A4",38,0,"HECO",0
"A6",38,0,"HECO",0
"D4",38,0,"HECO",0
"E5",38,0,"HECO",0
"A10",38,0,"HECO",0
"A8",38,0,"HECO",0
"A9",38,0,"HECO",0
"E7",38,0,"HECO",0
"F7",38,0,"HECO",0
"A1",39,24.5634002501281,"HECO",0.00245634002501281
"A11",39,0,"HECO",0
"A12",39,33.1940750698518,"HECO",0.00331940750698518
"A2",39,0,"HECO",0
"A3",39,0,"HECO",0
"A5",39,0,"HECO",0
"A7",39,109.824340306504,"HECO",0.0109824340306504
"B1",39,39.2081134563915,"HECO",0.00392081134563915
"B2",39,0,"HECO",0
"B3",39,0,"HECO",0
"B4",39,0,"HECO",0
"B5",39,316.338171362366,"HECO",0.0316338171362366
"B6",39,0,"HECO",0
"C1",39,148.114923156182,"HECO",0.0148114923156182
"C2",39,0,"HECO",0
"C3",39,1.24452080941568,"HECO",0.000124452080941568
"C4",39,0,"HECO",0
"C5",39,0,"HECO",0
"C6",39,184.906987364375,"HECO",0.0184906987364375
"D1",39,10.873964907528,"HECO",0.0010873964907528
"D3",39,43.1236173752062,"HECO",0.00431236173752062
"D5",39,75.437874057751,"HECO",0.0075437874057751
"E1",39,0,"HECO",0
"E2",39,38.6390739481945,"HECO",0.00386390739481945
"E3",39,0,"HECO",0
"E4",39,0,"HECO",0
"E6",39,388.890149649753,"HECO",0.0388890149649753
"F1",39,0,"HECO",0
"F2",39,123.519467625721,"HECO",0.0123519467625721
"F3",39,0,"HECO",0
"F4",39,0,"HECO",0
"F5",39,0,"HECO",0
"F8",39,0,"HECO",0
"D2",39,0,"HECO",0
"A4",39,0,"HECO",0
"D4",39,0,"HECO",0
"E5",39,0,"HECO",0
"A10",39,0,"HECO",0
"A8",39,0,"HECO",0
"A9",39,0,"HECO",0
"E7",39,0,"HECO",0
"F7",39,0,"HECO",0
"A1",40,36.9654654569985,"HECO",0.00369654654569985
"A11",40,0,"HECO",0
"A12",40,57.4872196327257,"HECO",0.00574872196327257
"A2",40,0,"HECO",0
"A3",40,0,"HECO",0
"A5",40,0,"HECO",0
"A7",40,276.242700683385,"HECO",0.0276242700683385
"B1",40,23.2377737495982,"HECO",0.00232377737495982
"B2",40,0,"HECO",0
"B3",40,0,"HECO",0
"B4",40,0,"HECO",0
"B5",40,390.161098799675,"HECO",0.0390161098799675
"B6",40,0,"HECO",0
"C1",40,200.279822573319,"HECO",0.0200279822573319
"C2",40,0,"HECO",0
"C3",40,3.61855886268421,"HECO",0.000361855886268421
"C4",40,0,"HECO",0
"C5",40,0,"HECO",0
"C6",40,397.137967424317,"HECO",0.0397137967424317
"D1",40,24.7383881840807,"HECO",0.00247383881840807
"D3",40,67.6012373935689,"HECO",0.00676012373935689
"D5",40,119.246165510927,"HECO",0.0119246165510927
"E1",40,0,"HECO",0
"E2",40,34.9511786456806,"HECO",0.00349511786456806
"E3",40,0,"HECO",0
"E4",40,0,"HECO",0
"E6",40,508.846629105617,"HECO",0.0508846629105617
"F1",40,0,"HECO",0
"F2",40,180.969542945945,"HECO",0.0180969542945945
"F3",40,0,"HECO",0
"F4",40,0,"HECO",0
"F5",40,0,"HECO",0
"F8",40,0,"HECO",0
"D2",40,0,"HECO",0
"A4",40,0,"HECO",0
"D4",40,0,"HECO",0
"E5",40,0,"HECO",0
"A10",40,0,"HECO",0
"A8",40,0,"HECO",0
"A9",40,0,"HECO",0
"E7",40,0,"HECO",0
"F7",40,0,"HECO",0
"A1",41,44.4071232940204,"HECO",0.00444071232940204
"A11",41,0,"HECO",0
"A12",41,92.6656535046852,"HECO",0.00926656535046852
"A2",41,0,"HECO",0
"A3",41,0,"HECO",0
"A5",41,0,"HECO",0
"A7",41,203.184761402466,"HECO",0.0203184761402466
"B1",41,41.3320143370868,"HECO",0.00413320143370868
"B2",41,0,"HECO",0
"B3",41,0,"HECO",0
"B4",41,0,"HECO",0
"B5",41,581.893730297192,"HECO",0.0581893730297192
"B6",41,0,"HECO",0
"C1",41,219.60735389977,"HECO",0.021960735389977
"C2",41,0,"HECO",0
"C3",41,6.40100118643388,"HECO",0.000640100118643388
"C4",41,0,"HECO",0
"C5",41,0,"HECO",0
"C6",41,391.492156737723,"HECO",0.0391492156737723
"D1",41,38.9079698895115,"HECO",0.00389079698895115
"D3",41,87.4276009602489,"HECO",0.00874276009602489
"D5",41,146.166013533098,"HECO",0.0146166013533098
"E1",41,0,"HECO",0
"E2",41,29.5719061291478,"HECO",0.00295719061291478
"E3",41,0,"HECO",0
"E4",41,0,"HECO",0
"E6",41,625.386876076698,"HECO",0.0625386876076698
"F1",41,0,"HECO",0
"F2",41,217.353865003285,"HECO",0.0217353865003285
"F3",41,0,"HECO",0
"F4",41,0,"HECO",0
"F5",41,0,"HECO",0
"F8",41,0,"HECO",0
"D2",41,0,"HECO",0
"A4",41,0,"HECO",0
"D4",41,0,"HECO",0
"E5",41,0,"HECO",0
"A10",41,0,"HECO",0
"A8",41,0,"HECO",0
"A9",41,0,"HECO",0
"E7",41,0,"HECO",0
"F7",41,0,"HECO",0
"A1",42,190.74149926318,"HECO",0.019074149926318
"A11",42,0,"HECO",0
"A12",42,234.409861462856,"HECO",0.0234409861462856
"A2",42,0,"HECO",0
"A3",42,0,"HECO",0
"A5",42,0.241324305534363,"HECO",2.41324305534363e-05
"A7",42,347.751750579489,"HECO",0.0347751750579489
"B1",42,71.7249766537743,"HECO",0.00717249766537743
"B2",42,0,"HECO",0
"B3",42,0,"HECO",0
"B4",42,0,"HECO",0
"B5",42,733.091916294482,"HECO",0.0733091916294482
"B6",42,0,"HECO",0
"C1",42,294.888849208211,"HECO",0.0294888849208211
"C2",42,0,"HECO",0
"C3",42,13.0768254720738,"HECO",0.00130768254720738
"C4",42,0,"HECO",0
"C5",42,32.3700787704789,"HECO",0.00323700787704789
"C6",42,332.558968491899,"HECO",0.0332558968491899
"D1",42,48.5192423359913,"HECO",0.00485192423359913
"D3",42,113.302695941065,"HECO",0.0113302695941065
"D5",42,194.96038150882,"HECO",0.019496038150882
"E1",42,0,"HECO",0
"E2",42,20.7465699233212,"HECO",0.00207465699233212
"E3",42,0,"HECO",0
"E4",42,0,"HECO",0
"E6",42,758.901799748656,"HECO",0.0758901799748656
"F1",42,0,"HECO",0
"F2",42,564.534115628369,"HECO",0.0564534115628369
"F3",42,0,"HECO",0
"F4",42,0,"HECO",0
"F5",42,0,"HECO",0
"F8",42,0.250488519668579,"HECO",2.50488519668579e-05
"D2",42,0,"HECO",0
"A4",42,0,"HECO",0
"D4",42,0,"HECO",0
"E5",42,0,"HECO",0
"A10",42,0,"HECO",0
"A8",42,0,"HECO",0
"A9",42,0,"HECO",0
"E7",42,0,"HECO",0
"F7",42,0,"HECO",0
"A1",43,95.5503697897136,"HECO",0.00955503697897136
"A11",43,0,"HECO",0
"A12",43,249.549699291294,"HECO",0.0249549699291294
"A2",43,0,"HECO",0
"A3",43,0,"HECO",0
"A5",43,0,"HECO",0
"A7",43,110.499661222711,"HECO",0.0110499661222711
"B1",43,51.9021333271838,"HECO",0.00519021333271838
"B2",43,0,"HECO",0
"B3",43,0,"HECO",0
"B4",43,0,"HECO",0
"B5",43,436.8974845565,"HECO",0.04368974845565
"B6",43,0,"HECO",0
"C1",43,206.123955852238,"HECO",0.0206123955852238
"C2",43,0,"HECO",0
"C3",43,12.7633943569652,"HECO",0.00127633943569652
"C4",43,0,"HECO",0
"C5",43,51.1177152375988,"HECO",0.00511177152375988
"C6",43,298.659086793633,"HECO",0.0298659086793633
"D3",43,116.791521417331,"HECO",0.0116791521417331
"D5",43,122.286919465991,"HECO",0.0122286919465991
"E1",43,0,"HECO",0
"E2",43,11.1581354981614,"HECO",0.00111581354981614
"E3",43,0,"HECO",0
"E4",43,0,"HECO",0
"E6",43,482.839726081607,"HECO",0.0482839726081607
"F1",43,0,"HECO",0
"F2",43,301.491980447208,"HECO",0.0301491980447208
"F3",43,0,"HECO",0
"F4",43,0,"HECO",0
"F5",43,0,"HECO",0
"F8",43,0,"HECO",0
"D2",43,0,"HECO",0
"A4",43,0,"HECO",0
"D4",43,0,"HECO",0
"E5",43,0,"HECO",0
"A10",43,0,"HECO",0
"A8",43,0,"HECO",0
"A9",43,0,"HECO",0
"E7",43,0,"HECO",0
"F7",43,0,"HECO",0
"A1",44,123.580099670697,"HECO",0.0123580099670697
"A11",44,0,"HECO",0
"A12",44,286.216852144015,"HECO",0.0286216852144015
"A2",44,0,"HECO",0
"A3",44,0,"HECO",0
"A5",44,0,"HECO",0
"A7",44,223.755128971387,"HECO",0.0223755128971387
"B1",44,42.7567121224109,"HECO",0.00427567121224109
"B2",44,0,"HECO",0
"B3",44,0,"HECO",0
"B4",44,0,"HECO",0
"B5",44,442.852297620566,"HECO",0.0442852297620566
"B6",44,0,"HECO",0
"C1",44,311.798823127541,"HECO",0.0311798823127541
"C2",44,0,"HECO",0
"C3",44,8.62919399351121,"HECO",0.000862919399351121
"C4",44,0,"HECO",0
"C5",44,110.563843781665,"HECO",0.0110563843781665
"C6",44,201.389800478568,"HECO",0.0201389800478568
"D1",44,40.5743566772601,"HECO",0.00405743566772601
"D3",44,61.5046509821802,"HECO",0.00615046509821802
"D5",44,98.1531990016572,"HECO",0.00981531990016572
"E1",44,0,"HECO",0
"E2",44,24.4608026305179,"HECO",0.00244608026305179
"E3",44,0,"HECO",0
"E4",44,0,"HECO",0
"E6",44,564.66788149499,"HECO",0.056466788149499
"F1",44,0,"HECO",0
"F2",44,418.641445764132,"HECO",0.0418641445764132
"F3",44,0,"HECO",0
"F4",44,0,"HECO",0
"F5",44,0,"HECO",0
"F8",44,0,"HECO",0
"D2",44,0,"HECO",0
"A4",44,0,"HECO",0
"D4",44,0,"HECO",0
"E5",44,0,"HECO",0
"A10",44,0,"HECO",0
"A8",44,0,"HECO",0
"A9",44,0,"HECO",0
"E7",44,0,"HECO",0
"F7",44,0,"HECO",0
"A1",45,72.3356629489501,"HECO",0.00723356629489501
"A11",45,0,"HECO",0
"A12",45,213.933958485512,"HECO",0.0213933958485512
"A2",45,0,"HECO",0
"A3",45,0,"HECO",0
"A5",45,0,"HECO",0
"A7",45,126.019642186595,"HECO",0.0126019642186595
"B1",45,44.0800779575744,"HECO",0.00440800779575744
"B2",45,0,"HECO",0
"B3",45,0,"HECO",0
"B4",45,0,"HECO",0
"B5",45,254.269004786234,"HECO",0.0254269004786234
"B6",45,0,"HECO",0
"C1",45,239.746286308285,"HECO",0.0239746286308285
"C2",45,0,"HECO",0
"C3",45,2.57619238973379,"HECO",0.000257619238973379
"C4",45,0,"HECO",0
"C5",45,115.616678755141,"HECO",0.0115616678755141
"C6",45,364.539407048138,"HECO",0.0364539407048138
"D1",45,122.994238137082,"HECO",0.0122994238137082
"D3",45,67.228649336661,"HECO",0.0067228649336661
"D5",45,159.901758227821,"HECO",0.0159901758227821
"E1",45,0,"HECO",0
"E2",45,16.7987682962547,"HECO",0.00167987682962547
"E3",45,0,"HECO",0
"E4",45,0,"HECO",0
"E6",45,839.612453372158,"HECO",0.0839612453372158
"F1",45,0,"HECO",0
"F2",45,351.55153263723,"HECO",0.035155153263723
"F3",45,0,"HECO",0
"F4",45,0,"HECO",0
"F5",45,0,"HECO",0
"F8",45,0,"HECO",0
"D2",45,0,"HECO",0
"A4",45,0,"HECO",0
"D4",45,0,"HECO",0
"E5",45,0,"HECO",0
"A10",45,0,"HECO",0
"A8",45,0,"HECO",0
"A9",45,0,"HECO",0
"E7",45,0,"HECO",0
"F7",45,0,"HECO",0
"A1",32,18.0303793284309,"PASM",0.00180303793284309
"A2",32,0,"PASM",0
"B1",32,42.9208626660426,"PASM",0.00429208626660426
"B2",32,0,"PASM",0
"C1",32,12.7256022733444,"PASM",0.00127256022733444
"C2",32,0,"PASM",0
"D1",32,97.2239841589843,"PASM",0.00972239841589843
"E1",32,0,"PASM",0
"E2",32,143.83450181018,"PASM",0.014383450181018
"F1",32,0,"PASM",0
"F2",32,202.581678110961,"PASM",0.0202581678110961
"D2",32,0,"PASM",0
"A1",33,25.8794626260061,"PASM",0.00258794626260061
"A2",33,0,"PASM",0
"A3",33,0,"PASM",0
"A5",33,316.033639126439,"PASM",0.0316033639126439
"A7",33,51.6378153032353,"PASM",0.00516378153032353
"B1",33,78.0916617387589,"PASM",0.00780916617387589
"B2",33,0,"PASM",0
"B3",33,0,"PASM",0
"B4",33,102.431724134031,"PASM",0.0102431724134031
"B5",33,114.02612538467,"PASM",0.011402612538467
"C1",33,14.3129907941207,"PASM",0.00143129907941207
"C2",33,0,"PASM",0
"C3",33,102.32087836701,"PASM",0.010232087836701
"C4",33,0,"PASM",0
"D1",33,67.4935463808238,"PASM",0.00674935463808238
"D3",33,15.1535456319279,"PASM",0.00151535456319279
"E1",33,0,"PASM",0
"E2",33,146.86558299218,"PASM",0.014686558299218
"E3",33,0,"PASM",0
"E4",33,0,"PASM",0
"F1",33,0,"PASM",0
"F2",33,117.873241747526,"PASM",0.0117873241747526
"F3",33,65.3648372042904,"PASM",0.00653648372042904
"F4",33,0,"PASM",0
"F5",33,0,"PASM",0
"D2",33,0,"PASM",0
"A4",33,0,"PASM",0
"A6",33,0,"PASM",0
"D4",33,0,"PASM",0
"E5",33,0,"PASM",0
"F6",33,0,"PASM",0
"A1",34,28.529575775678,"PASM",0.0028529575775678
"A2",34,0,"PASM",0
"A3",34,0,"PASM",0
"A5",34,84.2942220010583,"PASM",0.00842942220010583
"A7",34,58.4640864171185,"PASM",0.00584640864171185
"B1",34,19.4463069930313,"PASM",0.00194463069930313
"B2",34,0,"PASM",0
"B3",34,0,"PASM",0
"B4",34,85.1355238932556,"PASM",0.00851355238932556
"B5",34,78.0290122805459,"PASM",0.00780290122805459
"B6",34,0,"PASM",0
"C1",34,19.8970715372335,"PASM",0.00198970715372335
"C2",34,0,"PASM",0
"C3",34,75.2616296150505,"PASM",0.00752616296150505
"C4",34,0,"PASM",0
"C5",34,12.2499999999998,"PASM",0.00122499999999998
"D1",34,69.6559853910706,"PASM",0.00696559853910706
"D3",34,8.99197747559828,"PASM",0.000899197747559828
"D5",34,1.99999999999996,"PASM",0.000199999999999996
"E1",34,0,"PASM",0
"E2",34,42.5875236501112,"PASM",0.00425875236501112
"E3",34,0,"PASM",0
"E4",34,0,"PASM",0
"E6",34,46.1551153590983,"PASM",0.00461551153590983
"F1",34,0,"PASM",0
"F2",34,144.261511763359,"PASM",0.0144261511763359
"F3",34,16.8227267108772,"PASM",0.00168227267108772
"F4",34,0,"PASM",0
"F5",34,0,"PASM",0
"D2",34,0,"PASM",0
"D4",34,0,"PASM",0
"E5",34,0,"PASM",0
"F6",34,0,"PASM",0
"A1",35,6.64968592273487,"PASM",0.000664968592273487
"A11",35,0,"PASM",0
"A12",35,52.5053201918244,"PASM",0.00525053201918244
"A2",35,0,"PASM",0
"A3",35,0,"PASM",0
"A5",35,70.1095052457327,"PASM",0.00701095052457327
"A7",35,58.8923011786761,"PASM",0.00588923011786761
"B1",35,4.45232677412795,"PASM",0.000445232677412795
"B2",35,0,"PASM",0
"B3",35,0,"PASM",0
"B4",35,19.1099856421393,"PASM",0.00191099856421393
"B5",35,47.1785029282319,"PASM",0.00471785029282319
"B6",35,0,"PASM",0
"C1",35,6.49999999999985,"PASM",0.000649999999999985
"C2",35,0,"PASM",0
"C3",35,15.8877499276475,"PASM",0.00158877499276475
"C4",35,0,"PASM",0
"C5",35,16.9413015191748,"PASM",0.00169413015191748
"C6",35,51.7182544574326,"PASM",0.00517182544574326
"D1",35,9.21341307933123,"PASM",0.000921341307933123
"D3",35,0.750000000000001,"PASM",7.50000000000001e-05
"D5",35,2.24999999999995,"PASM",0.000224999999999995
"E1",35,0,"PASM",0
"E2",35,3.99999999999996,"PASM",0.000399999999999996
"E3",35,0,"PASM",0
"E4",35,0,"PASM",0
"E6",35,36.5726097885366,"PASM",0.00365726097885366
"F1",35,0,"PASM",0
"F2",35,91.6691910842853,"PASM",0.00916691910842853
"F3",35,0.999999999999974,"PASM",9.99999999999974e-05
"F4",35,0,"PASM",0
"F5",35,0,"PASM",0
"F8",35,35.7741177450758,"PASM",0.00357741177450758
"D2",35,0,"PASM",0
"A4",35,0,"PASM",0
"A6",35,0,"PASM",0
"D4",35,0,"PASM",0
"E5",35,0,"PASM",0
"F6",35,0,"PASM",0
"A10",35,0,"PASM",0
"A8",35,0,"PASM",0
"A9",35,0,"PASM",0
"E7",35,0,"PASM",0
"F7",35,0,"PASM",0
"A1",36,8.29211547430729,"PASM",0.000829211547430729
"A11",36,0,"PASM",0
"A12",36,49.2142748760143,"PASM",0.00492142748760143
"A2",36,0,"PASM",0
"A3",36,0,"PASM",0
"A5",36,106.152676332144,"PASM",0.0106152676332144
"A7",36,65.4656561499351,"PASM",0.00654656561499351
"B1",36,14.7824519405146,"PASM",0.00147824519405146
"B2",36,0,"PASM",0
"B3",36,0,"PASM",0
"B4",36,10.6542680311244,"PASM",0.00106542680311244
"B5",36,35.7189180639198,"PASM",0.00357189180639198
"B6",36,0,"PASM",0
"C1",36,13.5391209872611,"PASM",0.00135391209872611
"C2",36,0,"PASM",0
"C3",36,27.5942117847445,"PASM",0.00275942117847445
"C4",36,0,"PASM",0
"C5",36,14.9999999999997,"PASM",0.00149999999999997
"C6",36,38.5040505987187,"PASM",0.00385040505987187
"D1",36,15.3318038468079,"PASM",0.00153318038468079
"D3",36,1,"PASM",1e-04
"D5",36,4.07274476087879,"PASM",0.000407274476087879
"E1",36,0,"PASM",0
"E2",36,3.99999999999996,"PASM",0.000399999999999996
"E3",36,0,"PASM",0
"E4",36,0,"PASM",0
"E6",36,12.4999999999998,"PASM",0.00124999999999998
"F1",36,0,"PASM",0
"F2",36,61.0634715347202,"PASM",0.00610634715347202
"F3",36,2.99921139546385,"PASM",0.000299921139546385
"F4",36,0,"PASM",0
"F5",36,0,"PASM",0
"F8",36,25.5821581798047,"PASM",0.00255821581798047
"D2",36,0,"PASM",0
"A4",36,0,"PASM",0
"A6",36,0,"PASM",0
"D4",36,0,"PASM",0
"E5",36,0,"PASM",0
"F6",36,0,"PASM",0
"A10",36,0,"PASM",0
"A8",36,0,"PASM",0
"A9",36,0,"PASM",0
"E7",36,0,"PASM",0
"F7",36,0,"PASM",0
"A1",37,0.499999999999979,"PASM",4.99999999999979e-05
"A11",37,0,"PASM",0
"A12",37,54.2380351507638,"PASM",0.00542380351507638
"A2",37,0,"PASM",0
"A3",37,0,"PASM",0
"A5",37,31.9999999999996,"PASM",0.00319999999999996
"A7",37,22.3890532389326,"PASM",0.00223890532389326
"B1",37,19.0019391235079,"PASM",0.00190019391235079
"B2",37,0,"PASM",0
"B3",37,0,"PASM",0
"B4",37,4.77924247723456,"PASM",0.000477924247723456
"B5",37,2.49999999999998,"PASM",0.000249999999999998
"B6",37,0,"PASM",0
"C1",37,7.24999999999983,"PASM",0.000724999999999983
"C2",37,0,"PASM",0
"C3",37,47.1928866417375,"PASM",0.00471928866417375
"C4",37,0,"PASM",0
"C5",37,2.49999999999996,"PASM",0.000249999999999996
"C6",37,0.999999999999951,"PASM",9.99999999999951e-05
"D1",37,5.99999999999991,"PASM",0.000599999999999991
"D3",37,1.50000000000001,"PASM",0.000150000000000001
"D5",37,1.74999999999996,"PASM",0.000174999999999996
"E1",37,0,"PASM",0
"E2",37,3.24999999999998,"PASM",0.000324999999999998
"E3",37,0,"PASM",0
"E4",37,0,"PASM",0
"E6",37,12.9999999999998,"PASM",0.00129999999999998
"F1",37,0,"PASM",0
"F2",37,26.6770368302255,"PASM",0.00266770368302255
"F3",37,0.749999999999985,"PASM",7.49999999999985e-05
"F4",37,0,"PASM",0
"F5",37,0,"PASM",0
"F8",37,26.3746386491165,"PASM",0.00263746386491165
"D2",37,0,"PASM",0
"A4",37,0,"PASM",0
"A6",37,0,"PASM",0
"D4",37,0,"PASM",0
"E5",37,0,"PASM",0
"F6",37,0,"PASM",0
"A10",37,0,"PASM",0
"A8",37,0,"PASM",0
"A9",37,0,"PASM",0
"E7",37,0,"PASM",0
"F7",37,0,"PASM",0
"A1",38,1.99999999999992,"PASM",0.000199999999999992
"A11",38,0,"PASM",0
"A12",38,73.1265804187931,"PASM",0.00731265804187931
"A2",38,0,"PASM",0
"A3",38,0,"PASM",0
"A5",38,46.2900570703657,"PASM",0.00462900570703657
"A7",38,41.9999999999991,"PASM",0.00419999999999991
"C1",38,28.3946317041534,"PASM",0.00283946317041534
"C2",38,0,"PASM",0
"C3",38,64.4707218388836,"PASM",0.00644707218388836
"C4",38,0,"PASM",0
"C5",38,0.499999999999997,"PASM",4.99999999999997e-05
"C6",38,2.24999999999992,"PASM",0.000224999999999992
"D1",38,10.4999999999998,"PASM",0.00104999999999998
"D3",38,2.00000000000002,"PASM",0.000200000000000002
"D5",38,2.46505752539343,"PASM",0.000246505752539343
"E1",38,0,"PASM",0
"E2",38,14.5636711991985,"PASM",0.00145636711991985
"E3",38,0,"PASM",0
"E4",38,0,"PASM",0
"E6",38,38.7260818009263,"PASM",0.00387260818009263
"F1",38,0,"PASM",0
"F2",38,43.1525177925084,"PASM",0.00431525177925084
"F3",38,1.24999999999998,"PASM",0.000124999999999998
"F4",38,0,"PASM",0
"F5",38,0,"PASM",0
"F8",38,67.6637248199621,"PASM",0.00676637248199621
"D2",38,0,"PASM",0
"A4",38,0,"PASM",0
"A6",38,0,"PASM",0
"D4",38,0,"PASM",0
"E5",38,0,"PASM",0
"A10",38,0,"PASM",0
"A8",38,0,"PASM",0
"A9",38,0,"PASM",0
"E7",38,0,"PASM",0
"F7",38,0,"PASM",0
"A1",39,6.49999999999983,"PASM",0.000649999999999983
"A11",39,0,"PASM",0
"A12",39,57.142602475194,"PASM",0.0057142602475194
"A2",39,0,"PASM",0
"A3",39,0,"PASM",0
"A5",39,64.5122342754972,"PASM",0.00645122342754972
"A7",39,50.1786385091414,"PASM",0.00501786385091414
"B1",39,48.4260384291743,"PASM",0.00484260384291743
"B2",39,0,"PASM",0
"B3",39,0,"PASM",0
"B4",39,6.49999999999992,"PASM",0.000649999999999992
